Name,Model,Price,City,Voivodeship,Production Year,Mileage,Engine Type,Engine Capacity
Ford,Transit Custom Lift L2H1 2.0Tdci  08.06.2018r Klima Kamera Esp Euro 6 Pdc Przod Tyl Oryginalny Przebieg 125 tys  Led Tempomat Skorzana Kierownica Furgon Blaszak,71 217 PLN,Piasek,Śląskie,2018,125 296 km,Diesel,1 995 cm3
Mercedes-Benz,SPRINTER,86 100 PLN,Gorzów Wielkopolski,Lubuskie,2019,446 000 km,Diesel,2 143 cm3
Opel,vivaro,23 900 PLN,Wieluń,Łódzkie,2007,304 000 km,Diesel,2 000 cm3
Fiat,Ducato,70 725 PLN,Kocmyrzów,Małopolskie,2016,239 000 km,Diesel,2 300 cm3
Peugeot,Boxer,37 900 PLN,Wrocław,Dolnośląskie,2016,192 000 km,Diesel,2 200 cm3
Renault,Master,112 545 PLN,Piotrków Trybunalski,Łódzkie,2020,97 000 km,Diesel,2 300 cm3
Fiat,Ducato L2H1 150 Multijet,70 097 PLN,Człuchów,Pomorskie,2017,67 647 km,Diesel,2 300 cm3
Fiat,DUCATO,13 000 PLN,Kraków,Małopolskie,2011,450 000 km,Diesel,2 287 cm3
Fiat,Doblo 1.3 CDTI 3 osoby * Klima* Serwis* 1 wł*,61 999 PLN,Chrzanów,Małopolskie,2021,72 000 km,Diesel,1 248 cm3
Peugeot,Boxer,149 937 PLN,Łódź,Łódzkie,2023,5 km,Diesel,2 179 cm3
Peugeot,boxer,44 895 PLN,Łódź,Łódzkie,2017,195 000 km,Diesel,1 997 cm3
Opel,Vivaro-e,201 576 PLN,Złotniki,Wielkopolskie,2023,5 km,2023,Elektryczny
Renault,Master,114 267 PLN,Danków,Świętokrzyskie,2018,127 000 km,Diesel,2 299 cm3
Volkswagen,ID BUZZ Cargo,298 656 PLN,Poznań,Wielkopolskie,2023,5 km,2023,Elektryczny
Renault,Master Podwozie 2.3 dCi 165,215 250 PLN,Koszalin,Zachodniopomorskie,2022,10 km,Diesel,2 299 cm3
Opel,Movano,22 900 PLN,Wołów,Dolnośląskie,2004,165 000 km,Diesel,2 500 cm3
Toyota,PROACE LONG - NAWIGACJA,175 029 PLN,Komorniki,Wielkopolskie,2022,4 km,Diesel,1 995 cm3
Opel,CORSA,23 800 PLN,Libertów,Małopolskie,2013,195 673 km,Diesel,1 248 cm3
Volkswagen,CADDY,28 900 PLN,Gdańsk,Pomorskie,2013,285 000 km,2013,Diesel
Renault,Mascott * 3.0 * DMC 3.5T * KAT.B * PRZEBIEG 132 oookm * BLOKADA MOSTU * WZMOCNIONA WERSJA * KIPPER * WYWROT * WYWROTKA 3 stronna * IMPORT NIEMCY,65 999 PLN,Miastków Kościelny,Mazowieckie,2005,132 000 km,Diesel,3 000 cm3
Renault,Master,184 377 PLN,Koszalin,Zachodniopomorskie,2022,10 km,Diesel,2 299 cm3
Renault,Master,89 000 PLN,Kraków,Małopolskie,2020,30 000 km,Diesel,2 299 cm3
Iveco,Daily 35S14 Kontener + Drzwi + Regały Salon PL,64 500 PLN,Bralin,Wielkopolskie,2017,271 752 km,Diesel,2 300 cm3
Iveco,Daily 50C17,56 800 PLN,Bydgoszcz,Kujawsko-pomorskie,2014,318 900 km,Diesel,2 998 cm3
Ford,Transit,359 000 PLN,Bytom,Śląskie,2023,5 km,2023,Diesel
Renault,MASTER,57 810 PLN,Gorzów Wielkopolski,Lubuskie,2017,510 000 km,Diesel,2 299 cm3
Fiat,panda,19 900 PLN,Wielka Wieś,Małopolskie,2021,24 428 km,Benzyna,999 cm3
Citroën,Jumpy,57 900 PLN,Wielka Wieś,Małopolskie,2021,3 880 km,2021,Diesel
Mercedes-Benz,Sprinter,24 999 PLN,Szczecin,Zachodniopomorskie,2003,229 000 km,Diesel,2 148 cm3
Volkswagen,Crafter 35 furgon 140KM 3640,226 271 PLN,Wrocław,Dolnośląskie,2023,1 968 cm3,2023,Diesel
Volkswagen,Crafter Grand California 600,425 248 PLN,Wrocław,Dolnośląskie,2023,1 968 cm3,2023,Diesel
Volkswagen,Crafter 35 furgon 140km 4490,238 091 PLN,Wrocław,Dolnośląskie,2023,1 968 cm3,2023,Diesel
Volkswagen,Crafter 35 furgon 140km 4490,204 549 PLN,Wrocław,Dolnośląskie,2022,1 968 cm3,2022,Diesel
Peugeot,Partner 1.6 Hdi 90 hp,19 900 PLN,Smyków,Świętokrzyskie,2010,269 000 km,Diesel,1 560 cm3
Opel,Vivaro,40 467 PLN,Sulechów,Lubuskie,2014,173 000 km,Diesel,1 995 cm3
Volkswagen,Crafter Grand California 600,425 248 PLN,Wrocław,Dolnośląskie,2023,1 968 cm3,2023,Diesel
Volkswagen,Transporter,13 500 PLN,Goleniów,Zachodniopomorskie,2005,390 000 km,Diesel,1 936 cm3
Renault,MASTER 2.3*125 KM* /KLIMA/ KONT+WINDA 750+B.DRZWI / 8 PALET/ SERWIS / SUPER STAN /,52 500 PLN,Turbia,Podkarpackie,2016,330 000 km,Diesel,2 300 cm3
Renault,TRAFIC,13 000 PLN,Warszawa,Mazowieckie,2005,200 000 km,Diesel,1 800 cm3
Citroën,Berlingo,12 800 PLN,Jawor,Dolnośląskie,2010,199 800 km,Diesel,1 560 cm3
Mercedes-Benz,Sprinter,270 349 PLN,Łódź,Łódzkie,2023,10 km,Diesel,1 950 cm3
Iveco,DAILY 35S18 PLANDEKA WINDA 12 PALET WEBASTO KLIMATYZACJA TEMPOMAT PNEUMATYKA 180KM [ 9598 ],110 577 PLN,Wałbrzych,Dolnośląskie,2017,302 800 km,Diesel,3 000 cm3
Mercedes-Benz,Sprinter 317 CDI,215 071 PLN,Radom,Mazowieckie,2023,10 km,Diesel,1 950 cm3
Volkswagen,Crafter Podwozie pojedyncza kabina 177KM 4490,260 846 PLN,Wrocław,Dolnośląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,Crafter Skrzyniowy,32 000 PLN,Dąbrowa Tarnowska,Małopolskie,2007,327 000 km,Diesel,2 461 cm3
Renault,Master,122 877 PLN,Danków,Świętokrzyskie,2019,113 000 km,Diesel,2 299 cm3
Ford,E-Transit Van,332 100 PLN,Gliwice,Śląskie,2023,1 km,2023,Elektryczny
Opel,Movano,151 999 PLN,Warszawa,Mazowieckie,2022,5 km,Diesel,2 179 cm3
Ford,TRANSIT,122 754 PLN,Tychy,Śląskie,2019,78 000 km,Diesel,2 000 cm3
Iveco,Daily * 70C17 * 3.0 * 170KM * 2014r * DMC 3.5T * CLIMA*  BLOKADA MOSTU * KIPPER * WYWROT * NOWA WYWROTKA 3-stronna * WZMOCNIONA WERSJA * IMPORT NIEMCY,104 999 PLN,Miastków Kościelny,Mazowieckie,2014,260 544 km,Diesel,3 000 cm3
Renault,master,64 000 PLN,Kobielice,Śląskie,2019,400 000 km,Diesel,2 299 cm3
Mercedes-Benz,Mercedes Benz Vito,7 900 PLN,Zwoleń,Mazowieckie,2000,282 211 km,Diesel,2 200 cm3
Opel,Movano,146 999 PLN,Warszawa,Mazowieckie,2022,5 km,Diesel,2 179 cm3
Citroën,JUMPY,38 007 PLN,Nidzica,Warmińsko-mazurskie,2015,216 016 km,Diesel,1 997 cm3
Opel,Movano,156 500 PLN,Warszawa,Mazowieckie,2023,5 km,Diesel,2 179 cm3
Opel,Movano,156 500 PLN,Warszawa,Mazowieckie,2023,5 km,Diesel,2 179 cm3
Citroën,Jumper,150 675 PLN,Gliwice,Śląskie,2022,2 km,Diesel,2 179 cm3
Renault,Trafic,23 370 PLN,Mrągowo,Warmińsko-mazurskie,2007,436 020 km,Diesel,2 464 cm3
Volkswagen,"Transporter T5 Lift Long Chłodnia Carrier Salon PL, Jeden Właściciel",79 500 PLN,Bralin,Wielkopolskie,2018,336 214 km,Diesel,2 000 cm3
Renault,Master,42 500 PLN,Jastrzębie-Zdrój,Śląskie,2007,325 000 km,Diesel,2 499 cm3
Iveco,Daily 65c-15 Skrzynia Plandeka 4.80 M Klima ! Bez Korozji  ! sprowadzony  !,46 500 PLN,Nowy Sącz,Małopolskie,2008,371 000 km,Diesel,3 000 cm3
Volkswagen,CADDY,13 500 PLN,Chojnice,Pomorskie,2005,223 500 km,Diesel,1 968 cm3
Ford,Transit Courier,100 860 PLN,Płock,Mazowieckie,2022,10 km,Diesel,1 496 cm3
Iveco,Laika,66 000 PLN,Uraz,Dolnośląskie,1997,191 717 km,Diesel,2 800 cm3
Fiat,DOBLO,69 900 PLN,Krośniewice,Łódzkie,2021,177 000 km,Diesel,1 598 cm3
Renault,Master,13 000 PLN,Kraków,Małopolskie,2011,388 000 km,Diesel,2 299 cm3
Opel,MOVANO PODWOZIE L3 HEAVY,159 777 PLN,Rybnik,Śląskie,2022,5 km,Diesel,2 198 cm3
Opel,vivaro,24 600 PLN,Prószków,Opolskie,2010,250 000 km,2010,Diesel
Opel,Vivaro Chlodnia pod Farmaceutyki euro 6,48 900 PLN,Radomsko,Łódzkie,2017,260 000 km,Diesel,1 599 cm3
Iveco,Daily,27 999 PLN,Turek,Wielkopolskie,2018,175 291 km,Diesel,2 300 cm3
Iveco,Daily 35c-12 Wywrotka/Kiper 3-Str Oryginał ! Wolny Most  ! przystawka  ! Bez Korozji  !,64 500 PLN,Nowy Sącz,Małopolskie,2009,223 000 km,Diesel,2 300 cm3
Fiat,Ducato,69 000 PLN,Elbląg,Warmińsko-mazurskie,2016,146 000 km,Diesel,2 287 cm3
Ford,transit,32 900 PLN,Chojnice,Pomorskie,2006,178 000 km,Diesel,2 400 cm3
Mercedes-Benz,Sprinter Maxi 316cdi,108 000 PLN,Strobice,Opolskie,2018,400 000 km,Diesel,2 200 cm3
Fiat,Doblo,24 999 PLN,Turek,Wielkopolskie,2021,53 811 km,Diesel,1 200 cm3
Peugeot,Boxer,54 900 PLN,Mosina,Wielkopolskie,2015,287 000 km,Diesel,2 198 cm3
Opel,Movano,121 770 PLN,Błędów,Mazowieckie,2020,51 241 km,Diesel,2 299 cm3
Opel,Movano,122 877 PLN,Błędów,Mazowieckie,2020,47 776 km,Diesel,2 299 cm3
Mercedes-Benz,Sprinter 314 CDI,75 900 PLN,Opole Lubelskie,Lubelskie,2019,300 000 km,Diesel,2 143 cm3
Iveco,35S18HA8,266 910 PLN,Gdańsk,Pomorskie,2022,10 km,Diesel,2 998 cm3
Fiat,Scudo,154 742 PLN,Warszawa,Mazowieckie,2022,1 km,Diesel,1 997 cm3
Opel,Movano,41 205 PLN,Kocmyrzów,Małopolskie,2015,404 000 km,Diesel,2 300 cm3
Volkswagen,Crafter,486 465 PLN,Gdańsk,Pomorskie,2021,50 km,Diesel,2 000 cm3
Renault,"Master 165 DCI Plandeka 10 Palet + Firana Salon PL, Jeden Właściciel",99 500 PLN,Bralin,Wielkopolskie,2020,229 729 km,Diesel,2 300 cm3
Ford,Transit custom,45 900 PLN,Rzeszów,Podkarpackie,2015,257 000 km,Diesel,2 200 cm3
Renault,MASTER,59 900 PLN,Budzyń,Wielkopolskie,2017,197 000 km,Diesel,2 299 cm3
Fiat,Ducato Enlagh maxi,63 500 PLN,Ostrzeszów,Wielkopolskie,1999,147 000 km,Diesel,2 500 cm3
Renault,MASTER,59 900 PLN,Budzyń,Wielkopolskie,2017,197 000 km,Diesel,2 299 cm3
Fiat,Ducato Enlagh maxi,63 500 PLN,Ostrzeszów,Wielkopolskie,1999,147 000 km,Diesel,2 500 cm3
Toyota,PROACE,204 057 PLN,Warszawa,Mazowieckie,2022,5 km,Diesel,2 000 cm3
Ford,Transit Doka/Dubel Kabina Wywrotka 3.40 M / Kiper 3-Str  Oryginał  ! Bez Korozji  !,21 000 PLN,Nowy Sącz,Małopolskie,1997,245 000 km,Diesel,2 500 cm3
Renault,MASTER,63 960 PLN,Gorzów Wielkopolski,Lubuskie,2018,560 000 km,Diesel,2 299 cm3
Renault,Master L3H2,49 815 PLN,Kocmyrzów,Małopolskie,2014,258 000 km,Diesel,2 300 cm3
Mercedes-Benz,Sprinter,53 000 PLN,Syców,Dolnośląskie,2015,395 000 km,Diesel,2 143 cm3
Renault,Master,115 000 PLN,Syców,Dolnośląskie,2013,270 327 km,Diesel,2 299 cm3
Mercedes-Benz,Autosklep do Lodów Gastronomiczny Food Truck Foodtruck Sklep bar Top,35 500 PLN,Syców,Dolnośląskie,1990,440 000 km,Diesel,2 399 cm3
Fiat,Ducato,67 000 PLN,Syców,Dolnośląskie,2003,174 300 km,Diesel,2 800 cm3
Ford,Transit,44 900 PLN,Syców,Dolnośląskie,2017,299 411 km,Diesel,1 995 cm3
Citroën,Jumper,58 000 PLN,Syców,Dolnośląskie,2003,120 828 km,Diesel,2 179 cm3
Fiat,Ducato,56 900 PLN,Syców,Dolnośląskie,2000,180 000 km,Diesel,2 800 cm3
Renault,Kangoo,105 000 PLN,Syców,Dolnośląskie,2021,19 000 km,2021,Elektryczny
Fiat,Ducato,59 000 PLN,Syców,Dolnośląskie,2003,238 000 km,Diesel,2 286 cm3
Renault,Master,57 900 PLN,Syców,Dolnośląskie,2001,335 600 km,Diesel,2 800 cm3
Renault,Master,59 000 PLN,Syców,Dolnośląskie,2008,357 358 km,Diesel,2 464 cm3
Fiat,Ducato,55 000 PLN,Syców,Dolnośląskie,2006,379 004 km,Diesel,2 800 cm3
Mercedes-Benz,Sprinter,37 500 PLN,Syców,Dolnośląskie,2004,599 000 km,Diesel,2 148 cm3
Peugeot,Boxer,59 900 PLN,Syców,Dolnośląskie,2017,261 000 km,Diesel,2 189 cm3
Ford,Transit,48 000 PLN,Syców,Dolnośląskie,2019,370 927 km,Diesel,1 998 cm3
Mercedes-Benz,Sprinter,11 500 PLN,Syców,Dolnośląskie,2001,650 518 km,Diesel,2 148 cm3
Renault,Master,82 000 PLN,Syców,Dolnośląskie,2017,144 735 km,Diesel,2 299 cm3
Renault,master,128 900 PLN,Sękocin Nowy,Mazowieckie,2021,50 011 km,Diesel,2 299 cm3
Volkswagen,Crafter,44 900 PLN,Lębork,Pomorskie,2010,198 000 km,Diesel,2 461 cm3
Peugeot,boxer,85 485 PLN,Tychy,Śląskie,2018,104 000 km,Diesel,1 997 cm3
Iveco,3.0 Daily 35S18 Maxi blaszak 16m3 Hi-Matic furgon,216 480 PLN,Wrocław,Dolnośląskie,2023,7 km,Diesel,2 998 cm3
Citroën,Jumper,165 000 PLN,Syców,Dolnośląskie,2011,301 000 km,Diesel,2 999 cm3
Fiat,Ducato,39 900 PLN,Syców,Dolnośląskie,2004,242 849 km,Diesel,1 997 cm3
Mitsubishi,Canter,89 900 PLN,Syców,Dolnośląskie,2015,61 635 km,Diesel,2 990 cm3
Renault,Master,66 000 PLN,Syców,Dolnośląskie,2010,380 518 km,Diesel,2 464 cm3
Fiat,Ducato,175 000 PLN,Syców,Dolnośląskie,2015,7 930 km,Diesel,1 956 cm3
Fiat,Ducato L3H2,68 265 PLN,Kocmyrzów,Małopolskie,2017,219 000 km,Diesel,2 300 cm3
Fiat,Ducato,61 500 PLN,Syców,Dolnośląskie,2005,229 300 km,Diesel,2 300 cm3
Renault,Master,55 900 PLN,Syców,Dolnośląskie,2011,315 000 km,Diesel,2 499 cm3
Volkswagen,ID. Buzz Cargo,297 537 PLN,Zduńska Wola,Łódzkie,2023,4 km,2023,Elektryczny
Fiat,Ducato,57 900 PLN,Syców,Dolnośląskie,2008,224 568 km,Diesel,2 999 cm3
Fiat,Ducato,62 500 PLN,Syców,Dolnośląskie,2008,283 322 km,Diesel,2 198 cm3
Fiat,Ducato,53 500 PLN,Syców,Dolnośląskie,2006,296 000 km,Diesel,1 968 cm3
Fiat,Ducato,95 500 PLN,Syców,Dolnośląskie,2010,310 000 km,Diesel,2 999 cm3
MAN,TGL,62 000 PLN,Syców,Dolnośląskie,2006,632 184 km,Diesel,4 580 cm3
Volkswagen,,89 900 PLN,Poznań,Wielkopolskie,2019,170 012 km,Diesel,1 968 cm3
Fiat,Doblo L2 Furgon 1.5 100km,109 224 PLN,Lublin,Lubelskie,2022,1 km,Diesel,1 500 cm3
Fiat,Ducato,59 900 PLN,Syców,Dolnośląskie,2000,256 000 km,Diesel,2 800 cm3
Ford,Transit,122 877 PLN,Dąbrowa Górnicza,Śląskie,2019,105 000 km,Diesel,1 995 cm3
Mercedes-Benz,Sprinter,38 900 PLN,Syców,Dolnośląskie,2000,460 000 km,Diesel,2 900 cm3
Fiat,35 XL 2.3 MJ,20 787 PLN,Tomaszów Mazowiecki,Łódzkie,2015,650 000 km,Diesel,2 287 cm3
Opel,Movano,24 900 PLN,Syców,Dolnośląskie,2005,270 076 km,Diesel,1 870 cm3
Fiat,"Ducato Kontener Chłodnia/Mroźnia Trzy Komory, Salon PL, Jeden Właściciel",69 500 PLN,Bralin,Wielkopolskie,2017,123 589 km,Diesel,2 300 cm3
Mercedes-Benz,Vito,35 900 PLN,Bystrzyca Kłodzka,Dolnośląskie,2011,195 000 km,Diesel,2 148 cm3
Mercedes-Benz,Sprinter,236 467 PLN,Łódź,Łódzkie,2023,10 km,Diesel,1 950 cm3
Volkswagen,Transporter T5,27 900 PLN,Chełm,Lubelskie,2007,435 000 km,Diesel,2 461 cm3
Fiat,Doblo,115 497 PLN,Warszawa,Mazowieckie,2022,1 km,Diesel,1 598 cm3
Fiat,Fiorino Van,76 942 PLN,Warszawa,Mazowieckie,2022,1 km,Diesel,1 248 cm3
Mercedes-Benz,Sprinter,59 000 PLN,Radom,Mazowieckie,2014,151 123 km,Diesel,2 148 cm3
Fiat,Ducato Brygadówka Doka 7-miejsc + Skrzynia,79 500 PLN,Bralin,Wielkopolskie,2019,266 967 km,Diesel,2 300 cm3
Piaggio,Porter NP 6,212 052 PLN,Wrocław,Dolnośląskie,2023,1 499 cm3,2023,Benzyna+LPG
Mercedes-Benz,e200,153 750 PLN,Drawsko Pomorskie,Zachodniopomorskie,2014,265 112 km,Diesel,2 143 cm3
Ford,RAPTOR,379 455 PLN,Łódź,Łódzkie,2023,1 km,2023,Benzyna
Fiat,Doblo Kombi,106 887 PLN,Katowice,Śląskie,2022,1 km,2022,Diesel
Mercedes-Benz,eSprinter,276 627 PLN,Kraków,Małopolskie,2022,5 km,2022,Elektryczny
Citroën,Berlingo,63 900 PLN,Czechowice-Dziedzice,Śląskie,2020,113 229 km,Diesel,1 499 cm3
Fiat,DOBLO,22 500 PLN,Radzyń Podlaski,Lubelskie,2011,113 000 km,Diesel,1 600 cm3
Mercedes-Benz,313 CDI Sprinter,119 000 PLN,Słomniki,Małopolskie,2001,32 000 km,Diesel,2 148 cm3
Ford,Transit Custom L1H1 trend,141 450 PLN,Ruda Śląska,Śląskie,2018,149 593 km,Diesel,1 995 cm3
Volkswagen,Crafter,36 500 PLN,Nadarzyn,Mazowieckie,2012,354 600 km,2012,Diesel
Fiat,Ducato,175 767 PLN,Konin,Wielkopolskie,2023,1 km,Diesel,2 200 cm3
Opel,Combo,8 900 PLN,Garwolin,Mazowieckie,2004,247 773 km,Diesel,1 248 cm3
Volkswagen,T5,16 900 PLN,Chełm,Lubelskie,2005,385 000 km,Diesel,2 461 cm3
Iveco,35C15,61 131 PLN,Gostynin,Mazowieckie,2013,448 000 km,Diesel,2 995 cm3
Volkswagen,Transporter,38 000 PLN,Świdnik,Lubelskie,2012,330 000 km,Diesel,1 968 cm3
MAN,TGE 3.180 4X2F SB,255 225 PLN,Nadarzyn,Mazowieckie,2022,24 310 km,Diesel,1 968 cm3
MAN,TGE 3.180 4X2F SB,255 225 PLN,Nadarzyn,Mazowieckie,2022,22 989 km,Diesel,1 968 cm3
MAN,TGE 3.180 4X2F SB,255 225 PLN,Nadarzyn,Mazowieckie,2022,29 523 km,Diesel,1 968 cm3
MAN,TGE 3.180 4X2F SB,255 225 PLN,Nadarzyn,Mazowieckie,2022,18 952 km,Diesel,1 968 cm3
MAN,TGE 3.180 4X2F SB,255 225 PLN,Nadarzyn,Mazowieckie,2022,29 523 km,Diesel,1 968 cm3
MAN,TGE 3.180 4X2F SB,255 225 PLN,Nadarzyn,Mazowieckie,2022,30 024 km,Diesel,1 968 cm3
Citroën,Berlingo,34 317 PLN,Zduńska Wola,Łódzkie,2014,182 000 km,Diesel,1 560 cm3
Toyota,HIACE 4WD,39 900 PLN,Czarna,Mazowieckie,2008,298 800 km,Diesel,2 494 cm3
Volkswagen,Transporter,34 900 PLN,Bydgoszcz,Kujawsko-pomorskie,2010,242 247 km,Diesel,1 968 cm3
Iveco,50C16,239 850 PLN,Kielce,Świętokrzyskie,2020,157 000 km,Diesel,2 999 cm3
Renault,Trafic,28 900 PLN,Łuków,Lubelskie,2013,300 000 km,Diesel,2 000 cm3
Citroën,jumpy,121 770 PLN,Koszalin,Zachodniopomorskie,2021,13 000 km,Diesel,1 997 cm3
Peugeot,Boxer,62 000 PLN,Lubartów,Lubelskie,2016,362 961 km,Diesel,2 200 cm3
Volkswagen,Caddy,21 000 PLN,Elbląg,Warmińsko-mazurskie,2010,349 000 km,Diesel,1 896 cm3
Peugeot,PEUGEOT BOXER 2.2 HDI 140 KLIMA TEMPOMAT MAXI L4H3,69 900 PLN,Bujak,Mazowieckie,2020,259 000 km,Diesel,2 200 cm3
Renault,Master,57 810 PLN,Lublin,Lubelskie,2018,544 477 km,Diesel,2 299 cm3
Peugeot,Boxer,58 500 PLN,Wrocław,Dolnośląskie,2019,159 000 km,Diesel,2 000 cm3
Iveco,Daily 35C15 Wywrotka Wywrot Kiper,65 500 PLN,Świętoszówka,Śląskie,2012,300 000 km,Diesel,2 993 cm3
Mercedes-Benz,Vito,47 847 PLN,Sulechów,Lubuskie,2013,190 000 km,Diesel,2 143 cm3
Citroën,Berlingo,29 900 PLN,Mosina,Wielkopolskie,2015,326 000 km,Diesel,1 560 cm3
Volkswagen,"Crafter VOLKSWAGEN Crafter 35 Podwozie z pojedynczą kabiną silnik: 2,0 l 130 kW skrzynia biegów: Przedni napęd manualna 6-biegowa rozstaw osi: 4490 mm",236 960 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,"Caddy VOLKSWAGEN Caddy silnik: 2,0 l TDI EU6 SCR 75 kW / skrzynia biegów: manualna 6 -biegowa rozstaw osi: 2755 mm",135 595 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,"Caddy Caddy Cargo Maxi 2.0 TDI 102 KM manualna, 6-biegowa",154 390 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,"Transporter VOLKSWAGEN Transporter 6.1 Furgon silnik: 2,0 l TDI SCR 110 kW / skrzynia biegów: 6-biegowa manualna rozstaw osi: 3400 mm",231 000 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Toyota,Proace Furgon Brygadowy,181 425 PLN,Bielany Wrocławskie,Dolnośląskie,2023,6 km,Diesel,1 997 cm3
Citroën,Berlingo,29 900 PLN,Mosina,Wielkopolskie,2015,326 000 km,Diesel,1 560 cm3
Volkswagen,"Crafter VOLKSWAGEN Crafter 35 Podwozie z pojedynczą kabiną silnik: 2,0 l 130 kW skrzynia biegów: Przedni napęd manualna 6-biegowa rozstaw osi: 4490 mm",236 960 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,"Caddy VOLKSWAGEN Caddy silnik: 2,0 l TDI EU6 SCR 75 kW / skrzynia biegów: manualna 6 -biegowa rozstaw osi: 2755 mm",135 595 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,"Caddy Caddy Cargo Maxi 2.0 TDI 102 KM manualna, 6-biegowa",154 390 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,"Transporter VOLKSWAGEN Transporter 6.1 Furgon silnik: 2,0 l TDI SCR 110 kW / skrzynia biegów: 6-biegowa manualna rozstaw osi: 3400 mm",231 000 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Toyota,Proace Furgon Brygadowy,181 425 PLN,Bielany Wrocławskie,Dolnośląskie,2023,6 km,Diesel,1 997 cm3
Opel,Combo,10 900 PLN,Różnowo,Warmińsko-mazurskie,2007,157 000 km,Diesel,1 700 cm3
Fiat,DUCATO 2017 ROK L3H3 KLIMA,65 067 PLN,Ostrołęka,Mazowieckie,2017,221 000 km,Diesel,2 300 cm3
Iveco,DAILY 35S17 L3H2 KLIMA TEMPOMAT WEBASTO SPROWADZONY,41 900 PLN,Bujak,Mazowieckie,2012,335 000 km,Diesel,3 000 cm3
Renault,Master,44 500 PLN,Wrocław,Dolnośląskie,2016,312 000 km,Diesel,2 300 cm3
Volkswagen,"grand-california VOLKSWAGEN Grand California 600 silnik: 2,0 l TDI EU6 SCR 130 kW / skrzynia biegów: Przedni napęd automatyczna 8-biegowa rozstaw osi: 3640 mm",321 021 PLN,Rybnik,Śląskie,2022,1 968 cm3,2022,Diesel
Volkswagen,Transporter T6.1 Furgon 3400 2.0 TDI 110 KM 3m.,148 626 PLN,Rybnik,Śląskie,2022,42 917 km,Diesel,1 968 cm3
Volkswagen,Crafter 35 2.0 TDI L4H3 4490 140 KM,192 741 PLN,Rybnik,Śląskie,2021,12 907 km,Diesel,1 968 cm3
Renault,MASTER FURGON L3H2 135KM,154 999 PLN,Katowice,Śląskie,2022,8 km,Diesel,2 299 cm3
Renault,Master,158 547 PLN,Kraków,Małopolskie,2023,1 km,Diesel,2 299 cm3
Skrzynia ładunkowa aluminiowa 3.05,,3 399 PLN,Świętoszówka,Śląskie,2019,123 456 km,2019,Diesel
Renault,TRAFIC,64 900 PLN,Białystok,Podlaskie,2019,176 000 km,Diesel,1 600 cm3
Iveco,35S15,50 000 PLN,Gdów,Małopolskie,2013,370 000 km,Diesel,2 300 cm3
Renault,Trafic,68 900 PLN,Gdańsk,Pomorskie,2017,81 500 km,Diesel,1 598 cm3
Volkswagen,CRAFTER 35 2.0TDI WYWROT,101 967 PLN,Konstancin-Jeziorna,Mazowieckie,2015,172 000 km,Diesel,2 000 cm3
Citroën,Berlingo VAN,67 527 PLN,Kalisz,Wielkopolskie,2019,207 700 km,Diesel,1 499 cm3
Mercedes-Benz,Sprinter,39 900 PLN,Kępno,Wielkopolskie,2010,256 000 km,Diesel,2 143 cm3
Nissan,no 200,17 500 PLN,Chodzież,Wielkopolskie,2014,165 160 km,Diesel,1 500 cm3
Toyota,Proace Long,140 220 PLN,Częstochowa,Śląskie,2021,3 400 km,Diesel,1 997 cm3
Ford,Tourneo Connect 1.5 EcoBlue Titanium Dach Ogrz. Szyba SalonPL VAT23%,92 799 PLN,Modlniczka,Małopolskie,2019,91 398 km,Diesel,1 499 cm3
Opel,VIVARO,15 800 PLN,Szczecin,Zachodniopomorskie,2005,422 000 km,Diesel,1 870 cm3
MAN,"Fiat Ducato KONTENER NISKOPODŁOGOWY 4,33x2,23x2,42 KLIMA DMC 3500 KG UAL",79 900 PLN,Poręba,Śląskie,2016,189 597 km,Diesel,2 287 cm3
Iveco,35C13,67 500 PLN,Chyżne,Małopolskie,2012,260 524 km,2012,Diesel
Fiat,Ducato,92 237 PLN,Słupsk,Pomorskie,2018,238 082 km,Diesel,2 300 cm3
Piaggio,Porter NP6,155 367 PLN,Wrocław,Dolnośląskie,2023,1 499 cm3,2023,Benzyna+LPG
Ford,TRANSIT 350 L3,65 999 PLN,Lubin,Dolnośląskie,2017,358 863 km,Diesel,1 995 cm3
Iveco,DAILY 40C15 3.0 WYWROTKA 3 STRONY ORYGINAL WYWROT,72 900 PLN,Bujak,Mazowieckie,2012,159 000 km,Diesel,3 000 cm3
Renault,Master,46 700 PLN,Siedlce,Mazowieckie,2015,264 000 km,Diesel,2 299 cm3
Volkswagen,ID. Buzz Cargo,289 455 PLN,Zduńska Wola,Łódzkie,2023,11 km,2023,Elektryczny
Volkswagen,Lt 46,36 000 PLN,Szubin,Kujawsko-pomorskie,2005,320 000 km,2005,Diesel
