Name,Model,Price,City,Voivodeship,Production Year,Mileage,Engine Type,Engine Capacity
Piaggio,Vespa,17 990 PLN,Tarnowskie Góry,Śląskie,Niski przebieg,2017,248 cm3,8 000 km
Cagiva Raptor,,10 500 PLN,Podzagnańszcze,Świętokrzyskie,Niski przebieg,2006,650 cm3,20 545 km
Ducati,Monster,35 900 PLN,Reda,Pomorskie,2017,13 000 km,2017,Benzyna
Yamaha,MT,25 500 PLN,Jonkowo,Warmińsko-mazurskie,2022,941 km,Benzyna,125 cm3
Kawasaki,ZR,4 999 PLN,Warszawa,Mazowieckie,Niski przebieg,2003,739 cm3,62 943 km
BMW,G,25 500 PLN,Warszawa,Mazowieckie,2023,313 cm3,2023,Benzyna
Honda,CTX,37 500 PLN,Kamieniec Ząbkowicki,Dolnośląskie,2014,28 900 km,2014,Benzyna
Yamaha,FJR,44 400 PLN,Dęblin,Lubelskie,2018,63 690 km,2018,Benzyna
Honda,Shadow,15 500 PLN,Brzozów,Podkarpackie,Niski przebieg,2001,125 cm3,13 734 km
BMW,XR,52 900 PLN,Warszawa,Mazowieckie,2021,8 908 km,Benzyna,900 cm3
Suzuki,SV,14 500 PLN,Warszawa,Mazowieckie,Niski przebieg,2005,1 000 cm3,23 543 km
CF Moto,,25 879 PLN,Chotomów,Mazowieckie,2022,1 km,Benzyna,693 cm3
Yamaha,Drag Star,27 500 PLN,Gorzyce,Śląskie,Niski przebieg,2009,1 100 cm3,8 238 km
Suzuki,GSR,21 000 PLN,Olszowiec,Lubelskie,Niski przebieg,2015,749 cm3,25 395 km
Suzuki,V-STROM,71 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,1 037 cm3
Suzuki,GSX,55 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,999 cm3
Suzuki,GSX,55 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,999 cm3
Suzuki,GSX,55 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,999 cm3
Suzuki,V-STROM,43 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,645 cm3
Suzuki,V-STROM,39 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,645 cm3
Suzuki,V-STROM,39 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,645 cm3
Suzuki,V-STROM,39 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,645 cm3
Yamaha,R1,9 500 PLN,Nowe Miasto Lubawskie,Warmińsko-mazurskie,2002,44 704 km,Benzyna,998 cm3
Triumph,Speed Twin,39 500 PLN,Warszawa,Mazowieckie,2020,18 000 km,Benzyna,1 200 cm3
KTM,Super Adventure,40 900 PLN,Dęblin,Lubelskie,2016,19 750 km,2016,Benzyna
Inny,Nitro Motors,4 300 PLN,Lublin,Lubelskie,2022,10 km,Benzyna,140 cm3
Motocykl,,3 500 PLN,Łomianki,Mazowieckie,2020,3 000 km,2020,Elektryczny
Indian,Scout,49 000 PLN,Warszawa,Mazowieckie,2015,17 500 km,Benzyna,1 133 cm3
Zontes,,14 550 PLN,Kazuń Nowy,Mazowieckie,2022,1 km,Benzyna,125 cm3
Honda,PCX,28 300 PLN,Kielce,Świętokrzyskie,2021,5 000 km,Benzyna,125 cm3
Junak,M,8 000 PLN,Głogów,Dolnośląskie,1960,38 000 km,Benzyna,350 cm3
Triumph,Tiger,38 800 PLN,Dęblin,Lubelskie,2014,15 600 km,2014,Benzyna
Triumph,Bonneville,40 000 PLN,Gręzów,Mazowieckie,2020,650 km,Benzyna,1 200 cm3
Keeway,,8 799 PLN,Jaworzno,Śląskie,2023,1 km,Benzyna,125 cm3
TGB,,13 900 PLN,Borkowo,Pomorskie,2011,2 300 km,2011,Benzyna
Gilera SMT,,6 490 PLN,Tarnów,Małopolskie,2014,21 000 km,Benzyna,50 cm3
BMW,C1,32 900 PLN,Łomża,Podlaskie,2022,200 km,Benzyna,350 cm3
Kawasaki,EN,7 500 PLN,Częstochowa,Śląskie,1994,72 500 km,Benzyna,499 cm3
Moto Morini,,39 900 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,649 cm3
Moto Morini,,39 900 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,649 cm3
Moto Morini,,39 900 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,649 cm3
Moto Morini,,39 900 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,649 cm3
Kawasaki,Ninja 1000 SX,76 200 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,1 043 cm3
Kawasaki,Versys 650,48 300 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,649 cm3
KTM,EXC,39 900 PLN,Kostrzyn nad Odrą,Lubuskie,2021,1 700 km,Benzyna,293 cm3
Yamaha,R1,21 900 PLN,Pilzno,Podkarpackie,2006,53 700 km,2006,Benzyna
CF Moto,C-Force,33 900 PLN,Pradła,Śląskie,2021,1 km,Benzyna,500 cm3
CF Moto,C-Force,62 800 PLN,Pradła,Śląskie,2022,1 km,Benzyna,1 000 cm3
Harley-Davidson,Touring Road King,49 900 PLN,Żnin,Kujawsko-pomorskie,Niski przebieg,2003,1 449 cm3,26 632 km
Kawasaki,Z 900,52 500 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,948 cm3
Kawasaki,Z 650,43 400 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,649 cm3
Yamaha,Tracer,44 500 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,689 cm3
Yamaha,Tracer,44 500 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,689 cm3
Yamaha,Tenere,52 000 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,689 cm3
Yamaha,XTZ,52 000 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,689 cm3
Yamaha,Tracer,70 200 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,847 cm3
BMW,R,130 280 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
Suzuki,V-STROM,71 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,1 037 cm3
BMW,R,130 280 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
BMW,R,130 280 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
Benelli,502 C,22 990 PLN,Niepołomice,Małopolskie,2021,6 000 km,Benzyna,500 cm3
Kawasaki,Ninja,39 900 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,649 cm3
Kawasaki,Ninja,42 000 PLN,Warszawa,Mazowieckie,2023,1 km,Benzyna,649 cm3
Kawasaki,Vulcan,43 500 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,649 cm3
Kawasaki,KX,57 000 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,449 cm3
Kawasaki,Ninja H2 SX,148 700 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,998 cm3
Kawasaki,Versys 1000,88 600 PLN,Warszawa,Mazowieckie,2022,1 km,Benzyna,1 043 cm3
Honda,CB,7 500 PLN,Niedzica,Małopolskie,2003,39 000 km,2003,Benzyna
KTM,Super Adventure,56 800 PLN,Gdynia,Pomorskie,2018,37 500 km,Benzyna,1 301 cm3
Suzuki,SV,7 200 PLN,Czarnków,Wielkopolskie,2002,60 000 km,Benzyna,650 cm3
Yamaha,TDM,13 300 PLN,Tarnów,Małopolskie,2010,78 000 km,Benzyna,900 cm3
Kawasaki,ZX,29 900 PLN,Warszawa,Mazowieckie,2006,9 440 km,Benzyna,998 cm3
Aprilia,RSV,21 000 PLN,Konin,Wielkopolskie,2005,35 000 km,2005,Benzyna
Kymco,Xciting,26 900 PLN,Warszawa,Mazowieckie,2019,6 998 km,Benzyna,400 cm3
Polaris,Sportsman,54 900 PLN,Chwaszczyno,Pomorskie,2018,1 300 km,Benzyna,1 000 cm3
CF Moto,C-Force,36 999 PLN,Chwaszczyno,Pomorskie,2020,1 500 km,Benzyna,600 cm3
Harley-Davidson,Softail V-Rod,40 900 PLN,Chwaszczyno,Pomorskie,2008,36 000 km,Benzyna,1 250 cm3
Harley-Davidson,Softail Heritage Classic,40 900 PLN,Chwaszczyno,Pomorskie,1997,54 400 km,Benzyna,1 340 cm3
Derbi,,10 800 PLN,Skopanie,Podkarpackie,2008,20 500 km,Benzyna,125 cm3
KTM,Adventure,30 500 PLN,Uherce Mineralne,Podkarpackie,2014,94 000 km,Benzyna,1 190 cm3
BMW,R,47 500 PLN,Siedlce,Mazowieckie,2017,25 000 km,Benzyna,1 200 cm3
Yamaha,YZF,11 200 PLN,Izbiska,Śląskie,2009,50 km,2009,Benzyna
Can-Am,Maverick,54 900 PLN,Brzozów,Podkarpackie,Niski przebieg,2015,976 cm3,1 730 km
Honda,VFR,39 900 PLN,Dęblin,Lubelskie,2016,62 000 km,2016,Benzyna
Yamaha,WR,15 500 PLN,Tarnowskie Góry,Śląskie,Niski przebieg,2016,125 cm3,7 883 km
BMW,C1,37 900 PLN,Swadzim,Wielkopolskie,2022,350 cm3,2022,Benzyna
BMW,R,131 626 PLN,Swadzim,Wielkopolskie,2022,1 802 cm3,2022,Benzyna
Yamaha,FZS,18 900 PLN,Wrocław,Dolnośląskie,Niski przebieg,2010,600 cm3,21 100 km
Piaggio,X9,8 850 PLN,Płońsk,Mazowieckie,Niski przebieg,2004,459 cm3,25 270 km
Honda,X-ADV,43 500 PLN,Kalwaria Zebrzydowska,Małopolskie,2019,5 879 km,Benzyna,750 cm3
CF Moto,,40 899 PLN,Chotomów,Mazowieckie,2022,1 km,Benzyna,600 cm3
Hyosung GV,,10 200 PLN,Brzozów Stary,Mazowieckie,2013,7 129 km,Benzyna,125 cm3
Can-Am,Outlander Max,89 000 PLN,Warszawa,Mazowieckie,2021,2 992 km,2021,Benzyna
Yamaha,FZ,16 100 PLN,Namysłów,Opolskie,Niski przebieg,2008,600 cm3,35 200 km
Romet,K,6 500 PLN,Mielec,Podkarpackie,2022,1 km,Benzyna,125 cm3
BMW,GS,49 999 PLN,Warszawa,Mazowieckie,1994,2 700 km,Benzyna,1 085 cm3
Kawasaki,GPZ,3 999 PLN,Kielce,Świętokrzyskie,1994,25 772 km,Benzyna,500 cm3
BMW,GS,48 500 PLN,Kobyłka,Mazowieckie,2018,14 680 km,Benzyna,850 cm3
Honda,Valkyrie,31 000 PLN,Sosnowiec,Śląskie,1997,32 000 km,Benzyna,1 500 cm3
BMW,Adventure,113 000 PLN,Kraków,Małopolskie,2023,1 km,Benzyna,1 254 cm3
Suzuki,Intruder,8 500 PLN,Szczecin,Zachodniopomorskie,1998,80 712 km,Benzyna,598 cm3
BMW,GS,110 290 PLN,Chorzów,Śląskie,2023,5 km,Benzyna,1 254 cm3
Polaris,RZR,225 000 PLN,Nowe Chechło,Śląskie,2022,22 km,2022,Benzyna
Honda,VT,33 999 PLN,Kleszczów,Łódzkie,2019,12 800 km,Benzyna,745 cm3
Honda,NC,24 800 PLN,Wrocław,Dolnośląskie,2017,23 000 km,Benzyna,745 cm3
Honda,CBR,22 000 PLN,Pogroszyn,Mazowieckie,2007,83 km,Benzyna,600 cm3
BMW,K,129 970 PLN,Długołęka,Dolnośląskie,2023,1 km,Benzyna,1 649 cm3
Yamaha,XJR,8 900 PLN,Włocławek,Kujawsko-pomorskie,1998,55 600 km,Benzyna,1 200 cm3
CF Moto,,54 989 PLN,Chotomów,Mazowieckie,2023,1 km,Benzyna,800 cm3
Yamaha,Virago,10 900 PLN,Bydgoszcz,Kujawsko-pomorskie,1995,3 380 km,Benzyna,535 cm3
BMW,GS,67 000 PLN,Długołęka,Dolnośląskie,2023,140 km,Benzyna,853 cm3
Kawasaki,Vulcan,32 000 PLN,Kokoszkowy,Pomorskie,Niski przebieg,2002,1 470 cm3,10 233 km
BMW,R,119 900 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
Suzuki,Boulevard,43 900 PLN,Częstochowa,Śląskie,2019,3 400 km,Benzyna,1 500 cm3
BMW,R,76 222 PLN,Wrocław,Dolnośląskie,2023,1 170 cm3,2023,Benzyna
BMW,R,90 142 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
Loncin XWOLF 700,,35 990 PLN,Dąbrowa Górnicza,Śląskie,2023,1 km,Benzyna,686 cm3
Honda,CMX,26 500 PLN,Ostrołęka,Mazowieckie,2020,1 099 km,Benzyna,500 cm3
ODES RM,,35 990 PLN,Dąbrowa Górnicza,Śląskie,2021,1 km,Benzyna,650 cm3
ODES RM,,50 990 PLN,Dąbrowa Górnicza,Śląskie,2022,1 km,Benzyna,1 000 cm3
ODES RM,,50 990 PLN,Dąbrowa Górnicza,Śląskie,2022,1 km,Benzyna,1 000 cm3
Honda,Vision,8 500 PLN,Garwolin,Mazowieckie,2014,11 130 km,2014,Benzyna
CF Moto,C-Force,35 500 PLN,Pradła,Śląskie,2022,1 km,Benzyna,580 cm3
Yamaha,XJR,31 500 PLN,Ciechocinek,Kujawsko-pomorskie,Niski przebieg,2013,Benzyna,33 000 km
Yamaha,XJR,35 500 PLN,Ciechocinek,Kujawsko-pomorskie,Niski przebieg,2015,Benzyna,22 900 km
BMW,C1,43 720 PLN,Wrocław,Dolnośląskie,2022,350 cm3,2022,Benzyna
BMW,G,25 500 PLN,Wrocław,Dolnośląskie,2023,313 cm3,2023,Benzyna
BMW,R,104 440 PLN,Wrocław,Dolnośląskie,2023,746 km,Benzyna,1 254 cm3
BMW,R,102 000 PLN,Wrocław,Dolnośląskie,2022,1 802 cm3,2022,Benzyna
BMW,G,21 261 PLN,Wrocław,Dolnośląskie,2022,313 cm3,2022,Benzyna
Indian,Scout,54 860 PLN,Klepacze,Podlaskie,2020,3 333 km,Benzyna,1 133 cm3
CF Moto,,66 889 PLN,Chotomów,Mazowieckie,2022,1 km,Benzyna,1 000 cm3
Harley-Davidson,Sportster,29 369 PLN,Inowrocław,Kujawsko-pomorskie,Niski przebieg,2008,883 cm3,29 369 km
Gilera DNA,,3 450 PLN,Gryfice,Zachodniopomorskie,Niski przebieg,2002,49 cm3,3 500 km
Aprilia,Atlantic,6 900 PLN,Sieradz,Łódzkie,Niski przebieg,2010,Benzyna,22 200 km
Aprilia,SR,6 900 PLN,Sieradz,Łódzkie,2018,22 200 km,2018,Benzyna
Brixton Felsberg,,12 900 PLN,Sieradz,Łódzkie,2020,450 km,2020,Benzyna
MV AGUSTA,Brutale,45 900 PLN,Dąbrowa Górnicza,Śląskie,2012,1 900 km,2012,Benzyna
Piaggio,MP-3,11 900 PLN,Sieradz,Łódzkie,Niski przebieg,2010,Benzyna,14 900 km
Yamaha,TDM,8 499 PLN,Halinów,Mazowieckie,Niski przebieg,2001,849 cm3,21 550 km
Peugeot,Vivacity,2 600 PLN,Sieradz,Łódzkie,Niski przebieg,2007,50 cm3,20 500 km
Yamaha,,36 000 PLN,Szczecinek,Zachodniopomorskie,Niski przebieg,2005,1 900 cm3,56 502 km
BMW,XR,99 000 PLN,Piekary Śląskie,Śląskie,2022,3 329 km,Benzyna,1 000 cm3
Polaris,Scrambler,58 500 PLN,Laskowizna,Mazowieckie,2020,7 846 km,2020,Benzyna
CF Moto,C-Force,39 500 PLN,Tarnowskie Góry,Śląskie,2022,1 km,Benzyna,495 cm3
Triumph,Street Triple,43 000 PLN,Borek,Kujawsko-pomorskie,2020,2 980 km,Benzyna,765 cm3
Jawa 350,,6 500 PLN,Krzeszowice,Małopolskie,1989,65 000 km,Benzyna,350 cm3
Access,,28 900 PLN,Wieleń,Wielkopolskie,2020,4 160 km,Benzyna,850 cm3
Simson,,5 500 PLN,Krzeszowice,Małopolskie,1988,25 000 km,Benzyna,50 cm3
Triumph,Trident,34 700 PLN,Trzebinia,Małopolskie,2022,12 000 km,Benzyna,660 cm3
CF Moto,,48 989 PLN,Chotomów,Mazowieckie,2023,1 km,Benzyna,800 cm3
Suzuki,Intruder,19 500 PLN,Hermanowa,Podkarpackie,1999,22 000 km,Benzyna,1 496 cm3
BMW,K,135 772 PLN,Długołęka,Dolnośląskie,2023,1 km,Benzyna,1 649 cm3
BMW,GS,115 382 PLN,Długołęka,Dolnośląskie,2023,1 km,Benzyna,1 250 cm3
KTM,Adventure,56 000 PLN,Łodygowice,Śląskie,Niski przebieg,2018,1 050 cm3,1 250 km
KTM,EXC,18 500 PLN,Świdnica,Dolnośląskie,2016,5 000 km,Benzyna,350 cm3
Kawasaki,EN,11 150 PLN,Hermanowa,Podkarpackie,1996,33 921 km,Benzyna,500 cm3
BMW,R,99 000 PLN,Chorzów,Śląskie,2023,1 km,Benzyna,999 cm3
BMW,R,85 699 PLN,Chorzów,Śląskie,2023,1 km,Benzyna,1 254 cm3
BMW,GS,103 990 PLN,Chorzów,Śląskie,2023,1 km,Benzyna,1 254 cm3
BMW,S,105 900 PLN,Chorzów,Śląskie,2023,1 km,Benzyna,999 cm3
Yamaha,Drag Star,26 500 PLN,Poznań,Wielkopolskie,2004,13 925 km,2004,Benzyna
Kawasaki,ER,12 300 PLN,Mińsk Mazowiecki,Mazowieckie,2006,53 200 km,Benzyna,650 cm3
Yamaha,XJ,14 200 PLN,Mińsk Mazowiecki,Mazowieckie,Niski przebieg,2009,600 cm3,64 200 km
Yamaha,WR,12 500 PLN,Wilkszyn,Dolnośląskie,Niski przebieg,2016,125 cm3,6 731 km
Access,,29 998 PLN,Krapkowice,Opolskie,2021,2 250 km,Benzyna,781 cm3
Honda,Hornet,7 900 PLN,Wieruszów,Łódzkie,Niski przebieg,2002,600 cm3,50 000 km
BMW,R,90 140 PLN,Długołęka,Dolnośląskie,2023,1 km,Benzyna,1 254 cm3
Can-Am,Outlander Max,87 900 PLN,Tarnów,Małopolskie,2022,1 km,Benzyna,976 cm3
Yamaha,NMAX,17 499 PLN,Warszawa,Mazowieckie,2023,125 cm3,2023,Benzyna
BMW,XR,70 020 PLN,Długołęka,Dolnośląskie,2023,1 km,Benzyna,895 cm3
Suzuki,Intruder,12 000 PLN,Sieraków,Wielkopolskie,1993,44 000 km,Benzyna,805 cm3
Honda,CB,14 500 PLN,Bolechowo,Wielkopolskie,2018,18 200 km,Benzyna,125 cm3
Honda,VTR,6 700 PLN,Mikstat,Wielkopolskie,1998,43 km,Benzyna,996 cm3
Harley-Davidson,Softail Heritage Classic,110 000 PLN,Warszawa,Mazowieckie,Niski przebieg,2009,Benzyna,1 000 km
Honda,Shadow,7 500 PLN,Bydgoszcz,Kujawsko-pomorskie,1993,66 148 km,Benzyna,583 cm3
Yamaha,MT,16 500 PLN,Golanka Dolna,Dolnośląskie,Niski przebieg,2015,689 cm3,34 500 km
Husqvarna,FE,26 700 PLN,Warszawa,Mazowieckie,2018,220 km,Benzyna,350 cm3
Honda,VFR,24 900 PLN,Kłodzko,Dolnośląskie,2012,52 900 km,Benzyna,800 cm3
Harley-Davidson,,120 000 PLN,Mroczeń,Wielkopolskie,2018,6 000 km,Benzyna,1 745 cm3
CF Moto,C-Force,33 400 PLN,Pradła,Śląskie,2022,1 km,Benzyna,400 cm3
Yamaha,Drag Star,21 500 PLN,Ostrowo,Kujawsko-pomorskie,Niski przebieg,2002,1 063 cm3,43 900 km
Suzuki,GSX-R,25 000 PLN,Radwanice,Dolnośląskie,2005,85 000 km,Benzyna,600 cm3
BMW,XR,72 900 PLN,Pniewo,Zachodniopomorskie,2018,10 700 km,Benzyna,999 cm3
BMW,R,116 722 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
BMW,R,127 302 PLN,Wrocław,Dolnośląskie,2023,1 254 cm3,2023,Benzyna
Yamaha,R125,15 500 PLN,Flantrowo,Kujawsko-pomorskie,2015,55 399 km,2015,Benzyna
Honda,VTX,23 500 PLN,Goniądz,Podlaskie,Niski przebieg,2006,1 300 cm3,45 396 km
Honda,VTX,29 900 PLN,Przemyśl,Podkarpackie,Niski przebieg,2007,1 312 cm3,31 000 km
CF Moto,C-Force,42 900 PLN,Tarnowskie Góry,Śląskie,2022,1 km,Benzyna,580 cm3
Harley-Davidson,Softail Fat Boy,64 500 PLN,Opole,Opolskie,2013,28 415 km,Benzyna,1 690 cm3
CF Moto,,11 499 PLN,Chotomów,Mazowieckie,2022,1 km,Benzyna,110 cm3
CF Moto,,33 899 PLN,Chotomów,Mazowieckie,2022,1 km,Benzyna,500 cm3
Yamaha,YBR,5 600 PLN,Bielsko-Biała,Śląskie,2005,350 km,Benzyna,124 cm3
Honda,CBR,36 600 PLN,Gdynia,Pomorskie,2019,8 000 km,Benzyna,650 cm3
BMW,RT,60 000 PLN,Czechowice-Dziedzice,Śląskie,Niski przebieg,2016,1 170 cm3,20 280 km
Yamaha,FJR,29 500 PLN,Jarocin,Wielkopolskie,2011,77 500 km,Benzyna,1 298 cm3
Kawasaki,Ninja,16 500 PLN,Gdynia,Pomorskie,Niski przebieg,2014,300 cm3,8 600 km
CF Moto,,52 779 PLN,Chotomów,Mazowieckie,2022,30 km,Benzyna,800 cm3
Honda,ST,18 000 PLN,Gdynia,Pomorskie,Niski przebieg,2002,1 261 cm3,96 800 km
Yamaha,X-max,26 000 PLN,Warszawa,Mazowieckie,2020,6 300 km,Benzyna,292 cm3
BMW,G,29 400 PLN,Wrocław,Dolnośląskie,2023,313 cm3,2023,Benzyna
Honda,CBF,14 000 PLN,Swarzędz,Wielkopolskie,Niski przebieg,2008,599 cm3,71 000 km
BMW,F,59 140 PLN,Wrocław,Dolnośląskie,2023,895 cm3,2023,Benzyna
KTM,Freeride,16 500 PLN,Nowy Dwór Mazowiecki,Mazowieckie,Niski przebieg,2014,250 cm3,4 464 km
Honda,VTX,30 900 PLN,Grudziądz,Kujawsko-pomorskie,2005,18 776 km,Benzyna,1 300 cm3
Kymco,MXU,33 000 PLN,Radgoszcz,Małopolskie,2018,9 000 km,Benzyna,695 cm3
Yamaha,Virago,7 300 PLN,Toruń,Kujawsko-pomorskie,1992,22 850 km,Benzyna,248 cm3
CF Moto,,29 799 PLN,Chotomów,Mazowieckie,2021,1 km,Benzyna,500 cm3
BMW,C1,73 060 PLN,Wrocław,Dolnośląskie,2023,Elektryczny,Elektryczny,2023
BMW,C1,71 930 PLN,Wrocław,Dolnośląskie,2023,Elektryczny,Elektryczny,2023
Harley-Davidson,Sportster Iron 883,41 000 PLN,Krosno,Podkarpackie,Niski przebieg,2017,883 cm3,9 363 km
Benelli,502 C,19 999 PLN,Sanka,Małopolskie,2019,2 770 km,Benzyna,500 cm3
Yamaha,Virago,13 500 PLN,Dąbrowa Górnicza,Śląskie,1999,17 000 km,Benzyna,125 cm3
BMW,Adventure,68 900 PLN,Pruszków,Mazowieckie,2017,39 000 km,Benzyna,1 200 cm3
BMW,GS,68 900 PLN,Pruszków,Mazowieckie,2017,41 300 km,Benzyna,1 200 cm3
Access,,29 999 PLN,Promno-Stacja,Wielkopolskie,2018,9 200 km,Benzyna,850 cm3
Peugeot,Satelis,6 900 PLN,Kędzierzyn-Koźle,Opolskie,Niski przebieg,2006,125 cm3,15 200 km
CF Moto,C-Force,69 200 PLN,Pradła,Śląskie,2023,1 km,Benzyna,1 000 cm3
Yamaha,NMAX,13 400 PLN,Lublin,Lubelskie,Niski przebieg,2015,125 cm3,6 150 km
Honda,Hornet,17 900 PLN,Gniezno,Wielkopolskie,Niski przebieg,2008,599 cm3,24 000 km
CF Moto,,29 799 PLN,Chotomów,Mazowieckie,2022,46 km,Benzyna,500 cm3
Harley-Davidson,Dyna Street Bob,63 000 PLN,Gdańsk,Pomorskie,2018,19 000 km,2018,Benzyna
Moto Morini,,17 500 PLN,Rydułtowy,Śląskie,2008,25 000 km,Benzyna,1 187 cm3
BMW,GS,29 500 PLN,Góra,Dolnośląskie,Niski przebieg,2009,1 170 cm3,123 456 km
BMW,S,80 752 PLN,Wrocław,Dolnośląskie,2023,999 cm3,2023,Benzyna
Suzuki,V-STROM,24 000 PLN,Ostrów Wielkopolski,Wielkopolskie,Niski przebieg,2013,650 cm3,67 000 km
Aprilia,SX,16 500 PLN,Dobrzykowice,Dolnośląskie,2021,540 km,Benzyna,125 cm3
Honda,CBF,18 600 PLN,Zabierzów,Małopolskie,Niski przebieg,2008,600 cm3,67 700 km
Piaggio,Medley,14 699 PLN,Lublin,Lubelskie,2020,2 672 km,Benzyna,125 cm3
Honda,Shadow,17 500 PLN,Brodnica,Kujawsko-pomorskie,2004,28 212 km,Benzyna,125 cm3
Yamaha,FZ,23 500 PLN,Kraków,Małopolskie,Niski przebieg,2008,998 cm3,33 090 km
BMW,K,60 000 PLN,Skarżysko-Kamienna,Świętokrzyskie,2022,1 300 km,Benzyna,1 600 cm3
BMW,XR,49 000 PLN,Warszawa,Mazowieckie,2021,2 000 km,Benzyna,900 cm3
Honda,CRF,18 900 PLN,Warszawa,Mazowieckie,Niski przebieg,2016,250 cm3,3 438 km
BMW,C1,44 580 PLN,Wrocław,Dolnośląskie,2023,350 cm3,2023,Benzyna
BMW,F,62 950 PLN,Wrocław,Dolnośląskie,2023,853 cm3,2023,Benzyna
BMW,F,52 412 PLN,Wrocław,Dolnośląskie,2023,895 cm3,2023,Benzyna
BMW,F,74 980 PLN,Wrocław,Dolnośląskie,2023,853 cm3,2023,Benzyna
BMW,F,71 810 PLN,Wrocław,Dolnośląskie,2023,853 cm3,2023,Benzyna
BMW,F,56 277 PLN,Wrocław,Dolnośląskie,2023,853 cm3,2023,Benzyna
BMW,F,50 481 PLN,Wrocław,Dolnośląskie,2023,895 cm3,2023,Benzyna
BMW,F,63 477 PLN,Wrocław,Dolnośląskie,2023,895 cm3,2023,Benzyna
BMW,F,56 088 PLN,Wrocław,Dolnośląskie,2023,853 cm3,2023,Benzyna
Ducati,,79 968 PLN,Domatówko,Pomorskie,2021,11 000 km,Benzyna,955 cm3
Kawasaki,Z 900,32 500 PLN,Ostrów Wielkopolski,Wielkopolskie,2019,10 000 km,Benzyna,948 cm3
Kawasaki,,22 500 PLN,Poznań,Wielkopolskie,1999,25 862 km,Benzyna,675 cm3
Harley-Davidson,FLH Electra Glide,46 500 PLN,Jastrzębie-Zdrój,Śląskie,Niski przebieg,2009,1 585 cm3,88 000 km
Yamaha,MT,30 499 PLN,Warszawa,Mazowieckie,2017,31 300 km,Benzyna,847 cm3
Honda,ST,30 500 PLN,Szczyrk,Śląskie,Niski przebieg,2010,1 261 cm3,77 200 km
Ducati,Multistrada,72 000 PLN,Kraków,Małopolskie,2020,28 600 km,Benzyna,1 263 cm3
Junak,ADV,11 499 PLN,Mrągowo,Warmińsko-mazurskie,2022,1 km,Benzyna,125 cm3
Junak,,13 998 PLN,Jaworzno,Śląskie,2021,1 km,Benzyna,125 cm3
CF Moto,Allroad,30 900 PLN,Nowy Sącz,Małopolskie,2021,1 km,Benzyna,500 cm3
Can-Am,Outlander,54 000 PLN,Giżycko,Warmińsko-mazurskie,2019,5 560 km,Benzyna,650 cm3
Honda,CBR,28 400 PLN,Płock,Mazowieckie,2022,1 400 km,Benzyna,471 cm3
Yamaha,X-max,13 900 PLN,Częstochowa,Śląskie,Niski przebieg,2015,125 cm3,33 000 km
BMW,C1,39 900 PLN,Płock,Mazowieckie,2022,4 250 km,2022,Benzyna
Beta RR,,34 900 PLN,Włoszakowice,Wielkopolskie,2022,211 km,2022,Benzyna
BMW,GS,28 300 PLN,Kraków,Małopolskie,Niski przebieg,2011,800 cm3,53 000 km
Suzuki,GSX-R,23 000 PLN,Koszalin,Zachodniopomorskie,Niski przebieg,2006,999 cm3,59 000 km
BMW,R,67 358 PLN,Wrocław,Dolnośląskie,2023,1 040 km,Benzyna,1 170 cm3
BMW,R,76 742 PLN,Wrocław,Dolnośląskie,2023,1 170 cm3,2023,Benzyna
